url,url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_at_symbols,num_subdomains,has_ip_address,has_https,has_double_slash_redirect,has_suspicious_word,has_shortener,domain_length,path_length,has_hyphen_in_domain,num_query_params,label
https://www.hdfcbank.com/news/today,35,2,0,0,4,0,0,1,0,1,0,0,0,16,11,0,0,0
https://www.galgotiasuniversity.edu.in/blog/2024/article,56,3,0,0,5,4,0,2,0,1,0,0,0,30,18,0,0,0
https://www.medium.com/contact,30,2,0,0,3,0,0,0,0,1,0,0,1,11,8,0,0,0
http://instagram.account.dyfngp.cf/account,42,3,0,0,3,0,0,1,0,0,0,1,1,27,8,0,0,1
https://www.flipkart.com/account/kcgr?ref=email&utm_id=6379,59,0,0,1,4,4,0,1,0,1,0,1,1,16,13,0,2,0
https://netflixfkkiv.net/account/index.html,43,4,0,0,4,0,0,0,0,1,0,1,0,13,19,1,0,1
http://37.199.123.157/signin/netflix,35,3,0,0,4,11,0,2,1,0,0,1,0,15,15,0,0,1
https://www.stackoverflow.com/help/faq,41,2,0,0,4,0,0,1,0,1,0,0,0,19,9,0,0,0
https://www.medium.com/,23,1,0,0,3,0,0,1,0,1,0,0,0,14,4,0,0,0
https://www.linkedin.com/,25,2,0,0,3,0,0,1,0,1,0,0,0,16,1,0,0,0
https://github.com/news/today,29,1,3,0,4,0,0,0,0,1,0,0,0,10,11,0,0,0
http://bit.ly/8imjlh3,22,1,0,0,3,2,0,0,1,0,0,0,1,6,8,0,0,1
https://www.medium.com/products,31,2,0,0,3,0,0,1,0,0,0,0,0,14,9,0,0,0
https://paypalvydewfp.co/account/index.html,43,2,0,0,4,0,0,0,1,1,0,1,0,16,19,0,0,1
https://www.github.com/account/dashboard,40,3,0,0,4,0,0,1,0,1,0,1,0,17,18,0,0,0
https://www.aicte-india.org/account/dashboard,45,2,1,0,4,0,0,1,0,1,0,1,0,19,15,1,0,0
http://bit.ly/o2ugln9,21,1,0,0,3,2,0,0,0,0,0,0,1,7,8,0,0,1
https://aicte-india.org/help/faq,32,1,1,0,4,0,0,0,0,1,0,0,0,15,9,1,0,0
https://www.irctc.co.in/help/faq,32,3,0,0,4,0,0,2,0,1,0,0,0,15,9,0,0,0
https://www.irctc.co.in/blog/2024/article,41,3,0,0,5,4,0,2,0,1,0,1,0,15,20,0,0,0
https://www.wikipedia.org/blog/2024/article,43,2,0,0,5,4,0,1,0,1,0,0,0,17,18,0,0,0
https://nptel.ac.in/contact,25,2,0,0,3,0,0,0,0,1,0,0,0,11,11,0,0,0
https://microsoft.com/products,30,1,0,0,3,0,0,0,0,1,0,0,1,13,9,0,0,0
https://www.hdfcbank.com/user/profile/settings,46,2,0,0,5,0,0,1,0,1,0,0,0,16,22,0,0,0
http://5o7o-jd4ih67x62pb648rp506.ml/verify-google-verify/confirm.php?id=2644,76,2,3,0,4,17,0,0,0,0,0,1,0,28,33,1,1,1
http://qmsdn.ga/netflix/signin/account@netflix.com/signin.php,61,3,0,0,6,1,1,0,0,0,0,1,0,8,46,0,0,1
http://netflix-verify-secure.top/verify/index.php,49,2,2,0,4,0,0,0,0,0,0,1,0,25,17,1,0,1
https://www.linkedin.com/about,30,3,0,0,3,0,0,1,0,1,0,0,0,17,6,0,0,0
http://229.247.143.174/account/google,35,3,0,0,4,12,0,0,1,0,0,1,0,15,15,0,0,1
http://instagram-account-secure.click/account/index.php,55,2,2,0,4,0,0,0,0,0,0,1,0,30,18,1,0,1
https://www.wikipedia.org/contact,33,2,0,0,3,0,0,1,1,1,0,0,0,17,8,0,0,0
http://amazon.account.u802nq.ml/account,39,3,0,0,3,3,0,2,0,0,0,1,0,24,9,0,0,1
https://www.icicibank.com/products,34,0,0,0,3,0,0,1,0,1,0,0,0,16,6,0,0,0
http://amazon-account-secure.top/account/index.php,50,2,2,0,4,0,0,0,1,0,0,1,0,25,18,0,0,1
https://www.stackoverflow.com/docs/api/reference,48,3,0,0,5,0,0,1,0,1,0,0,0,21,19,0,0,0
https://sbiybhopsyfc.co/account/index.html,42,2,0,0,4,2,0,0,0,1,0,1,0,15,19,0,0,1
https://www.nseindia.com/login/19txcyjhu8?ref=email&utm_id=6851,63,2,0,1,4,7,0,1,0,0,0,1,0,16,17,0,2,0
https://www.wikipedia.org/products,34,2,0,0,3,0,0,0,0,1,0,1,0,17,9,0,0,0
http://214.27.114.120/secure/paypal,35,3,0,0,4,11,0,2,1,0,0,1,0,14,14,0,0,1
https://linkedin.com/about,26,1,0,0,3,0,0,0,0,1,0,0,0,12,6,0,0,0
https://www.microsoft.com/blog/2024/article,43,2,0,0,5,3,0,1,0,1,0,0,1,17,18,0,0,0
https://www.medium.com/help/faq,31,0,0,0,4,0,0,3,0,1,0,0,0,14,9,0,0,0
https://hdfcbank.com/news/today,31,1,0,0,4,0,0,0,0,1,0,0,0,12,11,0,0,0
https://www.google.com/search?q=result,38,2,0,0,3,0,0,1,0,1,0,0,0,14,7,0,1,0
https://www.icicibank.com/,26,2,0,0,3,0,0,1,0,1,0,0,0,17,1,1,0,0
https://www.aicte-india.org/search?q=result,43,2,1,0,3,0,0,1,0,1,0,1,0,19,10,1,1,0
https://www.flipkart.com/blog/2024/article,42,2,0,0,5,4,0,1,0,1,0,0,0,16,18,0,0,0
https://www.icicibank.com/secure/6jng7l4lrc?ref=email&utm_id=2849,65,0,0,1,4,7,0,1,0,1,0,1,0,17,18,0,2,0
http://instagram-signin-secure.ga/signin/index.php,50,2,2,0,4,0,0,0,0,0,0,1,0,26,17,0,0,1
https://www.apple.com/user/profile/settings,43,4,0,0,5,0,0,1,0,1,0,0,0,13,22,0,0,0
http://mhevp.top/amazon/suspend/account@amazon.com/suspend.php,62,3,0,0,6,0,1,0,0,0,0,1,0,9,46,0,0,1
http://gyg5f5desswqc7txnwjqjinh2.top/confirm-google-confirm/confirm.php?id=5875,79,2,2,0,4,8,0,0,0,0,0,1,0,31,32,0,1,1
http://bit.ly/hmaFx0u,21,1,0,0,3,1,0,0,0,0,0,0,1,6,11,0,0,1
http://instagram.signin.mouze6.info/signin,42,3,0,0,3,1,0,5,0,0,0,1,0,28,7,0,0,1
https://www.aicte-india.org/blog/2024/article,45,2,1,0,5,4,0,1,0,1,0,0,0,22,18,1,0,0
https://www.rbi.org.in/news/today,33,3,0,0,4,0,0,2,0,0,0,0,0,14,11,0,0,0
http://bctwkkw5lq25t69xxbnxj7qwo.tk/confirm-amazon-confirm/confirm.php?id=1953,78,2,2,0,4,10,0,0,0,0,0,1,0,28,35,0,1,1
http://q0dujxaf27zffiq8ka9obm6sz.info/signin-sbi-signin/confirm.php?id=3227,75,2,2,0,4,10,0,0,0,0,0,1,0,30,30,0,1,1
http://tinyurl.com/qiC7kvl,26,1,0,0,3,1,0,0,0,0,0,0,1,8,8,0,0,1
http://maoyb.cf/icicibank/secure/account@icicibank.com/secure.php,65,3,3,0,6,0,1,0,0,0,0,1,0,8,50,0,0,1
http://bit.ly/i5p5974,21,1,0,0,3,5,0,0,0,0,0,0,1,9,8,0,0,1
http://ymwlt.ml/sbi/secure/account@sbi.com/secure.php,53,3,0,0,6,0,1,0,0,0,0,1,0,8,38,0,0,1
https://www.galgotiasuniversity.edu.in/contact,47,3,0,0,3,0,0,2,0,1,0,0,0,30,8,0,0,0
http://2sjyl77ya7ba35t1lgvpuowob.cf/login-microsoft-login/confirm.php?id=8030,77,2,2,0,4,11,0,0,1,0,0,1,0,28,34,0,1,1
http://icicibank-update-secure.click/update/index.php,53,2,2,0,4,0,0,0,0,0,0,1,0,29,17,1,0,1
https://www.microsoft.com/docs/api/reference,44,2,0,0,5,0,0,1,0,1,0,0,1,17,19,0,0,0
http://paypal.secure.nscqqa.click/secure,40,3,1,0,3,0,0,2,0,0,0,1,0,26,7,0,0,1
https://www.github.com/suspend/2q4qerx?ref=email&utm_id=2681,60,2,0,1,4,6,0,1,0,1,0,1,0,14,16,0,2,0
http://tinyurl.com/adsE9t8,26,0,0,0,3,0,0,0,0,0,0,0,1,11,8,0,0,1
https://amazonsiioz.com/account/index.html,42,2,0,0,4,3,0,0,0,1,0,1,0,15,19,0,0,1
https://amazon.in/help/faq,26,1,0,0,4,0,0,0,1,1,0,0,0,9,9,0,0,0
https://www.microsoft.com/user/profile/settings,47,2,0,0,5,0,0,1,0,1,0,0,1,17,22,0,0,0
http://oirsi.ga/amazon/verify/account@amazon.com/verify.php,59,3,0,0,6,0,1,0,0,0,0,1,0,8,44,0,0,1
https://www.irctc.co.in/about,29,3,0,0,3,0,0,2,0,1,0,0,0,15,6,0,0,0
http://is.gd/sh1es3g,20,1,2,0,3,2,0,0,0,0,0,0,1,5,8,0,0,1
https://www.stackoverflow.com/help/faq,38,2,0,0,4,0,0,1,0,1,0,0,0,21,9,0,0,0
http://amazon-signin-secure.ml/signin/index.php,47,2,2,0,4,0,0,0,0,1,0,1,0,26,17,1,0,1
http://kjnyw.ml/amazon/login/account@amazon.com/login.php,57,3,0,0,6,0,1,0,1,0,0,1,0,8,42,0,0,1
https://hdfcbank.com/help/faq,32,1,0,0,4,0,0,0,0,1,0,0,0,12,9,0,0,0
http://79rujg8zd-b8mok0y9yy8xs3m.top/suspend-instagram-suspend/confirm.php?id=4666,82,3,6,0,4,14,0,0,0,0,0,1,0,29,38,1,1,1
http://36.34.190.251/secure/hdfcbank,36,3,0,0,4,10,0,2,0,0,0,1,0,13,16,0,0,1
https://www.aicte-india.org/about,33,2,1,0,3,0,0,1,0,1,0,0,0,19,6,1,0,0
https://www.galgotiasuniversity.edu.in/contact,46,3,0,0,3,0,0,0,0,1,0,0,0,30,8,1,0,0
http://is.gd/D8D1dfi,20,1,0,0,3,2,0,0,0,0,0,0,1,5,8,0,0,1
https://wikipedia.org/contact,29,1,0,0,3,0,0,0,0,1,0,0,0,13,5,0,0,0
https://apple.com/blog/2024/article,35,1,0,0,5,4,0,0,0,0,0,0,0,9,18,0,0,0
http://sbi.account.lnkkuo.top/account,37,3,0,0,3,0,0,2,0,0,0,1,0,23,8,0,0,1
https://amazon.in/user/profile/settings,39,1,0,0,5,0,0,0,0,1,0,0,0,6,22,0,0,0
https://icicibank.com/search?q=result,37,1,0,0,3,0,0,0,0,0,0,0,0,13,7,0,1,0
http://105.163.60.234/login/netflix,37,3,0,0,4,11,0,2,1,0,0,1,0,14,14,0,0,1
https://instagramqgglkyx.net/account/index.html,47,2,0,0,4,0,0,0,0,1,0,1,0,20,19,0,0,1
https://microsoft.com/products,30,1,3,0,3,0,0,0,0,1,0,0,1,13,9,0,0,0
https://netflixgsztjcvsz.net/account/index.html,47,2,0,0,4,0,0,0,0,1,0,0,1,20,19,0,0,1
http://nudrt.ml/amazon/secure/account@amazon.com/secure.php,59,3,1,0,6,0,1,0,0,0,0,1,0,8,44,0,0,1
https://www.medium.com/news/today,35,2,0,0,4,0,0,0,0,1,0,0,0,14,11,0,0,0
http://223.233.159.19/confirm/paypal,36,3,0,0,4,11,0,0,1,0,0,1,0,14,15,0,0,1
https://www.amazon.in/,22,2,0,0,3,0,0,1,0,1,0,0,0,16,1,0,0,0
https://www.medium.com/account/dashboard,40,2,0,0,4,0,0,1,0,1,0,1,1,13,18,0,0,0
https://www.icicibank.com/account/dashboard,42,2,0,0,4,0,0,1,0,1,0,1,0,17,18,0,0,0
http://cutt.ly/j8rjpyB,22,1,0,0,3,1,0,0,0,0,0,0,0,7,8,0,0,1
https://microsoftkonolf.com/account/index.html,46,2,0,0,4,0,0,0,0,1,0,1,0,19,19,0,0,1
https://flipkart.com/search?q=result,36,1,0,0,3,0,0,0,0,1,0,0,1,14,7,0,1,0
https://www.flipkart.com/user/profile/settings,46,2,0,0,5,0,0,1,0,1,0,0,1,16,22,0,0,0
http://netflix-confirm-secure.cf/confirm/index.php,50,2,2,0,4,0,0,0,0,0,0,1,0,25,18,1,0,1
https://www.nseindia.com/contact,32,2,0,0,3,0,0,0,0,1,0,0,0,16,8,0,0,0
http://bit.ly/mj4zvE1,21,1,0,0,3,2,0,0,0,0,0,0,1,9,8,0,0,1
http://tinyurl.com/tFkuEif,26,1,0,0,3,0,0,0,0,0,0,0,1,14,8,0,0,1
https://flipkart.com/blog/2024/article,38,0,0,0,5,4,0,0,0,1,0,0,1,12,15,0,0,0
https://www.flipkart.com/blog/2024/article,42,2,0,0,5,4,0,1,0,1,0,0,1,16,18,0,0,0
https://www.nptel.ac.in/about,29,2,0,0,3,2,0,2,0,1,0,0,0,15,6,0,0,0
http://7rl1nxro58mws2yq7u0ougqer.top/secure-netflix-secure/confirm.php?id=2037,78,2,2,0,4,11,0,0,0,0,0,1,0,29,34,0,1,1
https://www.github.com/account/vqrhofu?ref=email&utm_id=3979,60,4,0,1,4,4,0,1,0,1,0,1,1,14,16,0,2,0
http://kjvlz.click/hdfcbank/suspend/account@hdfcbank.com/suspend.php,68,3,0,0,6,0,1,3,0,0,0,1,0,11,52,0,0,1
http://117.81.44.240/verify/netflix,35,3,0,0,4,7,0,2,1,0,0,1,0,13,15,0,0,1
https://www.medium.com/about,28,2,0,0,3,1,0,1,0,1,0,0,1,14,6,1,0,0
https://www.apple.com/,23,2,0,0,3,0,0,1,0,1,0,1,0,13,1,0,0,0
https://www.microsoft.com/account/dashboard,43,2,0,0,4,0,0,0,0,1,0,1,1,17,18,0,0,0
http://kepmby99-essze12o014e93em.ml/verify-amazon-verify/confirm.php?id=1223,76,2,3,0,4,13,0,0,0,0,0,1,0,28,32,1,1,1
https://www.icicibank.com/help/faq,34,2,0,0,4,0,0,1,0,1,0,0,0,17,9,0,0,0
http://26i4ietu-pmvq1s0uxo8erc5s.ml/suspend-netflix-suspend/confirm.php?id=7636,79,4,3,0,4,11,0,0,0,0,0,0,0,28,36,1,1,1
http://91.233.234.135/verify/icicibank,38,3,0,0,4,11,0,2,1,0,0,1,0,14,17,0,0,1
https://www.nseindia.com/user/profile/settings,46,2,0,0,5,0,0,1,0,1,0,0,0,16,22,0,0,0
http://uheaz.xyz/paypal/confirm/account@paypal.com/confirm.php,62,3,0,0,6,0,1,0,0,0,0,1,0,9,46,1,0,1
http://tinyurl.com/8br6lgp,26,4,0,0,3,2,0,0,0,0,0,0,1,11,8,0,0,1
http://ybklk.cf/netflix/verify/account@netflix.com/verify.php,61,3,0,0,6,0,1,0,0,0,0,1,0,8,46,0,0,1
https://www.nptel.ac.in/help/faq,32,3,0,0,4,0,0,3,0,1,0,0,0,15,9,0,0,0
http://microsoft-verify-secure.ga/verify/index.php,50,0,2,0,4,0,0,0,0,0,0,1,0,26,17,1,0,1
http://microsoft-secure-secure.tk/secure/index.php,50,2,2,0,4,0,0,0,0,0,0,1,0,26,20,1,0,1
http://147.173.40.83/account/sbi,32,3,0,0,4,10,0,0,1,0,0,1,0,13,12,0,0,1
https://www.hdfcbank.com/user/profile/settings,46,2,0,0,5,0,0,1,1,1,0,0,0,14,22,0,0,0
http://8.58.13.212/verify/google,35,3,0,0,4,8,0,2,1,0,0,1,0,11,14,0,0,1
https://icicibankvzshme.co/account/index.html,45,2,0,0,4,0,0,0,0,1,0,1,0,18,19,0,0,1
https://microsoft.com/docs/api/reference,40,1,0,0,5,0,0,0,0,1,0,0,1,13,19,0,0,0
http://5v-34o46-utvju81z3sm4n8t4.top/confirm-icicibank-confirm/confirm.php?id=4589,82,0,3,0,4,15,0,0,0,0,0,1,0,29,38,1,1,1
https://www.hdfcbank.com/user/profile/settings,46,2,0,0,5,0,0,0,0,1,0,0,0,16,22,0,0,0
http://instagram.account.rkdvnj.click/account,45,3,0,0,3,0,0,2,1,0,0,1,0,30,8,0,0,1
https://www.google.com/account/dashboard,40,2,0,0,4,0,0,1,0,1,0,1,1,17,18,0,0,0
http://28zw1bsdx5x4mnaehqit0a8uz.top/signin-hdfcbank-signin/confirm.php?id=8268,79,2,2,0,4,11,0,0,0,0,0,1,0,29,35,0,1,1
http://google-login-secure.ga/login/index.php,45,2,2,0,4,0,0,0,0,0,0,1,1,22,16,1,0,1
http://79.251.59.136/confirm/netflix,36,3,0,0,4,10,0,2,1,0,0,1,0,13,16,0,0,1
http://gmljp.top/instagram/secure/account@instagram.com/secure.php,66,0,0,0,6,0,1,0,0,0,0,1,1,9,50,0,0,1
http://icicibank.confirm.buzphd.click/confirm,45,3,0,0,3,0,0,2,0,0,0,1,0,30,8,0,0,1
https://www.irctc.co.in/,24,1,0,0,3,0,0,2,1,1,0,0,0,14,1,0,0,0
https://google.com/account/dashboard,36,1,0,0,4,0,0,0,0,1,0,1,0,10,18,0,0,0
http://is.gd/1vls742,20,1,0,0,3,4,0,1,0,0,0,0,1,5,8,0,0,1
https://www.nptel.ac.in/account/tt9q?ref=email&utm_id=3435,58,3,0,1,4,4,0,2,0,1,0,1,1,14,13,1,2,0
https://www.hdfcbank.com/user/profile/settings,46,2,0,0,5,0,0,1,0,1,0,0,0,14,22,0,0,0
http://39.152.74.30/secure/google,33,3,0,0,4,9,0,2,1,0,0,1,0,12,14,0,0,1
http://amazon.confirm.bavekv.xyz/confirm,40,3,0,0,3,0,0,2,0,0,0,1,0,28,8,0,0,1
https://www.stackoverflow.com/,30,2,0,0,3,0,0,1,0,1,0,0,0,21,1,0,0,0
https://netflixikammqbzj.com/account/index.html,47,2,2,0,4,0,0,0,0,1,0,1,0,20,19,0,0,1
http://101.229.206.107/account/google,37,3,0,0,4,12,0,2,1,0,0,1,0,15,15,0,0,1
http://cutt.ly/phzy3kv,22,1,0,0,3,1,0,0,1,0,0,0,0,7,8,0,0,1
https://www.google.com/,23,2,0,0,3,0,0,1,0,1,0,0,0,15,1,0,0,0
http://bit.ly/sDk36pG,20,1,0,0,3,2,0,1,0,0,0,0,0,8,8,0,0,1
https://amazon.in/docs/api/reference,36,1,0,0,5,0,0,0,0,1,0,0,1,9,19,0,0,0
http://197.154.170.14/update/instagram,38,3,0,0,4,11,0,2,1,0,0,1,0,14,20,1,0,1
http://246.102.129.50/update/google,35,3,0,0,4,11,0,2,1,0,0,1,0,14,14,0,0,1
https://www.icicibank.com/,26,0,0,0,3,0,0,1,0,1,0,0,0,17,1,1,0,0
http://cutt.ly/7giBlBB,19,1,0,0,3,1,0,0,0,0,0,0,1,7,8,0,0,1
https://www.irctc.co.in/about,29,3,0,0,3,0,0,2,0,1,0,0,0,15,6,0,0,0
http://bit.ly/yA92d7o,21,0,0,0,3,6,0,0,1,0,0,0,1,6,8,0,0,1
http://kslwz.tk/google/suspend/account@google.com/suspend.php,61,3,0,0,6,0,1,0,0,0,0,1,0,8,46,0,0,1
https://netflixpjuadgen.net/account/index.html,47,2,2,0,4,0,0,0,0,1,0,1,0,19,19,0,0,1
https://nseindia.com/search?q=result,36,1,0,0,3,0,0,0,0,1,0,0,0,12,7,0,1,0
https://www.linkedin.com/products,33,2,0,0,3,0,0,1,0,1,0,0,0,16,9,0,0,0
https://www.github.com/user/profile/settings,44,2,0,0,5,0,0,1,0,1,0,0,0,14,22,0,0,0
http://microsoft.update.sxylka.top/update,41,3,0,0,3,0,0,2,0,1,0,0,0,27,7,0,0,1
https://www.medium.com/login/u7onz3?ref=email&utm_id=5355,57,2,0,1,4,6,0,1,0,1,0,1,0,12,13,0,2,0
http://hdfcbank-verify-secure.cf/verify/index.php,49,2,0,0,4,0,0,0,0,0,0,1,0,28,17,1,0,1
https://www.nptel.ac.in/news/today,34,3,1,0,4,0,0,2,0,1,0,0,0,15,10,0,0,0
https://wikipedia.org/contact,27,1,0,0,3,0,0,0,0,1,0,0,0,13,8,0,0,0
http://sbi.account.9jpdmn.top/account,37,3,0,0,3,3,0,1,0,1,0,1,0,22,8,0,0,1
https://www.medium.com/docs/api/reference,41,1,0,0,5,0,0,1,0,1,0,0,0,14,19,0,0,0
https://www.aicte-india.org/search?q=result,43,2,1,0,3,0,0,0,0,1,0,0,0,19,9,1,1,0
http://225.3.59.6/account/amazon,32,3,0,0,4,7,0,2,1,0,0,1,0,10,15,0,0,1
https://www.ugc.gov.in/about,28,3,0,0,3,0,0,2,0,1,0,0,0,14,6,0,0,0
http://cpple.top/netflix/confirm/account@netflix.com/confirm.php,64,0,0,0,6,0,1,0,0,0,0,1,0,9,48,0,0,1
https://www.linkedin.com/about,30,2,0,0,3,0,0,1,0,1,0,0,0,16,6,0,0,0
https://www.flipkart.com/products,33,2,0,0,3,0,0,1,0,0,0,0,1,16,9,0,0,0
https://www.icicibank.com/products,34,2,0,0,3,0,0,1,0,1,0,0,0,17,9,0,0,0
http://148.119.118.63/account/paypal,36,3,0,0,4,11,0,2,1,0,0,1,0,14,15,0,0,1
https://www.nptel.ac.in/user/profile/settings,45,3,0,0,5,0,0,2,0,1,0,0,0,15,22,0,0,0
http://netflix.account.jrhe45.tk/account,40,0,0,0,3,2,0,2,0,0,0,1,0,25,8,0,0,1
http://instagram.suspend.lgq9az.tk/suspend,42,3,0,0,3,1,0,2,0,0,0,0,0,27,8,0,0,1
https://www.apple.com/secure/05qmktgv4?ref=email&utm_id=3293,60,2,0,1,4,7,0,1,0,1,0,1,0,13,17,1,2,0
http://mydce.top/paypal/login/account@paypal.com/login.php,58,3,0,0,6,0,1,0,0,0,0,1,0,9,42,0,0,1
http://instagram.confirm.nwoska.cf/confirm,42,3,0,0,3,0,0,2,0,0,0,1,1,27,8,0,0,1
https://irctc.co.in/account/dashboard,37,2,0,0,4,0,0,1,0,1,0,1,0,12,18,1,0,0
http://186.46.40.137/confirm/netflix,36,3,0,0,4,7,0,0,1,0,0,1,0,13,17,0,0,1
http://253.46.253.100/confirm/amazon,36,3,0,0,4,11,0,2,1,0,0,1,1,14,15,0,0,1
http://amazon-secure-secure.tk/secure/index.php,47,2,2,0,4,0,0,0,0,1,0,1,0,22,17,1,0,1
https://www.irctc.co.in/blog/2024/article,38,3,0,0,5,4,0,2,0,1,0,1,0,17,18,0,0,0
http://227.87.253.22/confirm/netflix,36,3,0,0,4,9,0,2,1,0,0,1,1,13,16,0,0,1
https://www.linkedin.com/contact,32,2,0,0,3,0,0,1,0,1,0,0,0,17,8,0,0,0
https://wikipedia.org/user/profile/settings,43,0,0,0,5,0,0,0,0,1,0,0,0,13,22,0,0,0
https://www.icicibank.com/news/today,36,2,0,0,4,0,0,1,0,1,0,0,0,15,11,0,0,0
https://www.medium.com/news/today,33,2,0,0,4,0,0,1,1,1,0,0,0,14,11,0,0,0
http://microsoft.suspend.mqt3dg.xyz/suspend,43,3,0,0,3,1,0,2,0,0,0,1,1,28,8,0,0,1
http://netflix-signin-secure.click/signin/index.php,51,2,2,0,4,0,0,0,0,0,0,1,0,27,17,1,0,1
https://www.icicibank.com/login/y64y?ref=email&utm_id=3443,55,2,2,1,4,9,0,1,0,1,0,1,0,17,11,0,2,0
http://cutt.ly/vlo3x7b,22,1,0,0,3,1,0,0,0,0,0,0,1,5,8,0,0,1
https://www.linkedin.com/products,33,2,0,0,3,0,0,1,0,1,0,0,1,16,9,0,0,0
https://icicibankkrzzuadzq.co/account/index.html,48,2,0,0,4,0,0,0,0,1,0,1,0,21,19,0,0,1
https://www.icicibank.com/update/xtjgce?ref=email&utm_id=2808,61,2,0,1,4,4,0,1,0,1,0,1,0,19,14,0,2,0
https://www.linkedin.com/news/today,35,2,0,0,4,0,0,1,0,1,0,0,0,16,11,0,0,0
https://www.aicte-india.org/about,33,2,1,0,3,0,0,1,0,1,0,0,0,19,6,1,0,0
http://tinyurl.com/m3D6ECd,26,1,0,0,3,2,0,0,0,0,0,0,0,11,8,0,0,1
https://hdfcbank.com/contact,28,1,2,0,3,0,0,0,0,1,0,0,1,12,8,0,0,0
https://rbi.org.in/,19,2,0,0,3,0,0,1,1,1,0,0,0,10,1,0,0,0
https://www.stackoverflow.com/confirm/7dypmlvak?ref=email&utm_id=6729,69,2,0,1,4,5,0,1,0,1,0,1,0,21,18,0,2,0
http://hdfcbank-signin-secure.info/signin/index.php,51,0,2,0,4,0,0,0,0,0,0,1,0,27,19,1,0,1
http://plmub.ml/hdfcbank/signin/account@hdfcbank.com/signin.php,63,3,0,0,6,0,1,0,0,0,0,1,0,8,48,0,0,1
https://linkedin.com/help/faq,29,4,0,0,4,0,0,0,0,1,0,0,0,12,9,0,0,0
https://icicibank.com/help/faq,30,1,0,0,4,0,0,0,0,1,0,0,0,13,9,0,0,0
https://nptel.ac.in/user/profile/settings,41,0,0,0,5,0,0,1,0,1,0,0,0,11,22,0,0,0
https://microsoft.com/blog/2024/article,39,1,0,0,5,4,0,2,0,1,0,0,1,13,18,0,0,0
http://paypal.signin.prmoc0.cf/signin,37,3,0,0,3,1,0,2,0,0,0,1,0,23,7,0,0,1
http://tinyurl.com/DAijraB,26,4,0,0,3,0,0,0,0,1,0,0,0,11,8,0,0,1
https://icicibank.com/about,27,1,0,0,3,0,0,0,0,1,0,0,1,13,6,0,0,0
http://instagram-account-secure.info/account/index.php,54,2,2,0,4,0,0,0,0,0,0,0,0,29,16,1,0,1
https://www.wikipedia.org/,25,3,0,0,3,0,0,1,0,1,0,0,0,19,1,0,0,0
http://bit.ly/tFFqtri,21,1,2,0,3,0,0,0,0,1,0,0,1,6,8,0,0,1
http://cutt.ly/1gmfqyb,22,1,0,0,3,1,0,0,0,0,0,0,1,7,8,0,0,1
